Parameter,Parameter Code,Method Code,Recording Mode,Collection Description,Analysis Description,Method Type,Reference Method ID,Equivalent Method,Federal MDL,Min Value,Max Value,Digits,Round Truncate Indicator,Units
"1,2,3-Trimethylbenzene",45225,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,3-Trimethylbenzene",45225,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,3-Trimethylbenzene",45225,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,3-Trimethylbenzene",45225,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,3-Trimethylbenzene",45225,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,3-Trimethylbenzene",45225,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2,3-Trimethylbenzene",45225,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4,5-Tetrachlorobenzene (TSP) STP",16724,116,Intermittent,Hi Vol/XAD-2,GC/MS,,,,30,0,,1,R,Nanograms/cubic meter (25 C)
"1,2,4,5-Tetramethylbenzene",45231,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4,5-Tetramethylbenzene",45231,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2,4,5-Tetramethylbenzene",45231,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,101,Intermittent,Canister Subambient Pressure,Multi Detector GC,,,,0.016,-0.016,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,109,Intermittent,SS-CANISTER-SUBAMBIENT-PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,110,Intermittent,SS-CANISTER PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.6,-0.6,,1,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,113,Intermittent,SS-CANISTER-PRESSURIZED,CAPILLARY GC ITD MASS SPECTRO,,,,0.02,-0.02,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,3,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,136,Continuous,INSRUMENTAL,ENTECH 2000 W/MS/FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.016,-0.016,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.24,-0.24,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.12,-0.12,,3,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,1.32,-1.32,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene",45810,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.48,-0.48,,2,R,Parts per billion Carbon
"1,2,4-Trichlorobenzene (TSP) STP",16725,116,Intermittent,Hi Vol/XAD-2,GC/MS,,,,27.4,0,,1,R,Nanograms/cubic meter (25 C)
"1,2,4-Trimethylbenzene",45208,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,109,Intermittent,SS-CANISTER-SUBAMBIENT-PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.9,-0.9,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,113,Intermittent,SS-CANISTER-PRESSURIZED,CAPILLARY GC ITD MASS SPECTRO,,,,0.02,-0.02,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,3,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.54,-0.54,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,3.67187,-3.67187,,4,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,1.42,-1.42,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.18,-0.18,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.18,-0.18,,3,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene",45208,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.63,-0.63,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene & .beta.-pinene",43364,101,Intermittent,Canister Subambient Pressure,Multi Detector GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene & .beta.-pinene",43364,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene & .beta.-pinene",43364,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.42,-0.42,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene & .beta.-pinene",43364,152,Continuous,PERKING ELMER DUAL FID,FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
"1,2,4-Trimethylbenzene & sec-butylbenzene",43363,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2-Butadiene",43223,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2-Butadiene",43223,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,51,Intermittent,PERSONAL-PUMPS,TENAX DESORPTION GC/MS,,,,36,-36,,0,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.02,-0.02,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,103,Intermittent,TENAX/SPHERPCARB SORBENT-TRAP,HEAT DESORPTION GC-HECD,,,,1.02,-1.02,,1,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,106,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,CARBON DISULFIDE DESORPTION GC-FID,,,,1.2,-1.2,,1,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,109,Intermittent,SS-CANISTER-SUBAMBIENT PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.6,-0.6,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,112,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,HEAT DESORPTION GC-HALL,,,,1.2,-1.2,,1,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,113,Intermittent,SS-CANISTER-PRESSURIZED,CAPILLARY GC ITD MASS SPECTRO,,,,0.02,-0.02,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.12,-0.12,,3,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,117,Intermittent,TENAX SORBENT CARTRIDGE,GC/MS,,,,0.12,-0.12,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,3,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/MS/FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.02,-0.02,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,151,Intermittent,6L PRESSURIZED CANISTER,CAPILLARY GC-ECD/PID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,0.6,-0.6,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,168,Intermittent,6L PRESSURIZED CANISTER,PACKED COLUMN GC - ECD/PID,,,,0.6,-0.6,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,169,Intermittent,TEDLAR BAG,PACKED COLUMN GC - ECD/PID,,,,0.6,-0.6,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,171,Intermittent,6L Pressurized Canister,Precon Saturn GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.18,-0.18,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.12,-0.12,,3,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.48,-0.48,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,901,Intermittent,SKC Pump Charcoal Tube,GC/FID NIOSH 1003,,,,3.8,-3.8,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene",45805,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.45,-0.45,,2,R,Parts per billion Carbon
"1,2-Dichlorobenzene (TSP) STP",16726,116,Intermittent,Hi Vol/XAD-2,GC/MS,,,,30.8,0,,1,R,Nanograms/cubic meter (25 C)
"1,2-Dichloroethene(total)",43840,101,Intermittent,Canister Subambient Pressure,Multi Detector GC,,,,0.05,-0.05,,2,R,Parts per billion Carbon
"1,2-Dichloroethene(total)",43840,105,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,CARBON DISULFIDE DESORPTION GC-ECD,,,,0.6,-0.6,,1,R,Parts per billion Carbon
"1,2-Dichloroethene(total)",43840,106,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,CARBON DISULFIDE DESORPTION GC-FID,,,,0.6,-0.6,,1,R,Parts per billion Carbon
"1,2-Dichloroethene(total)",43840,109,Intermittent,SS-CANISTER-SUBAMBIENT-PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.2,-0.2,,2,R,Parts per billion Carbon
"1,2-Dichloroethene(total)",43840,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.2,-0.2,,1,R,Parts per billion Carbon
"1,2-Dichloroethene(total)",43840,112,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,HEAT DESORPTION GC-HALL,,,,0.6,-0.6,,1,R,Parts per billion Carbon
"1,2-Dichloroethene(total)",43840,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
"1,2-Dichloroethene(total)",43840,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
"1,2-Dichloroethene(total)",43840,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.08,-0.08,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,51,Intermittent,PERSONAL-PUMPS,TENAX DESORPTION GC/MS,,,,6,-6,,0,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,103,Intermittent,TENAX/SPHEROCARB-SORBENT-TRAP,HEAT DESORPTION GC-HECD,,,,0.66,-0.66,,1,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,106,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,CARBON DISULFIDE DESORPTION GC-FID,,,,0.6,-0.6,,1,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,109,Intermittent,SS-CANISTER-SUBAMBIENT-PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.3,-0.3,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.3,-0.3,,1,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,112,Intermittent,CHARCOAL-TUBE-PERSONAL-PUMP,HEAT DESORPTION GC-HALL,,,,0.6,-0.6,,1,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,113,Intermittent,SS-CANISTER-PRESSURIZED,CAPILLARY GC ITD MASS SPECTRO,,,,0.02,-0.02,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.033,-0.033,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,136,Continuous,Instrumental,ENTECH 2000 W/MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.25,-0.25,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,153,Intermittent,Pressurized Canister,GC with Multiple Detectors,,,,0.3,-0.3,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,170,Intermittent,Adsorption tube Carbotrap 300 (Supelco),Thermal Desorption GC/MSD,,,,0.24,-0.24,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,172,Intermittent,6L Pressurized Canister,Precon HP GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.15,-0.15,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,,,,0.06,-0.06,,3,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.33,-0.33,,2,R,Parts per billion Carbon
"1,2-Dichloropropane",43829,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,,,,0.59,-0.59,,2,R,Parts per billion Carbon
"1,2-Dimethylnaphthalene (TSP) STP",17144,105,Intermittent,Hi Vol/PUF,GC/MS TO-13A,,,,0.3,0,,1,R,Nanograms/cubic meter (25 C)
"1,2-Epoxybutane",43566,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
"1,2-Epoxybutane (TSP)STP",16601,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,0,,3,,Parts per billion
"1,2-dimethylnaphthalene (TSP) STP",17146,105,Intermittent,Hi Vol/PUF,GC/MS TO-13A,,,,0.3,0,,1,R,Nanograms/cubic meter (25 C)
"1,3,5-Trichlorobenzene",43605,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,91,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,109,Intermittent,SS-CANISTER-SUBAMBIENT-PRESURE,GAS CHROMATOGRAPH MASS SELECTIV DET,,,,0.9,-0.9,,2,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,113,Intermittent,SS-CANISTER-PRESSURIZED,CAPILLARY GC ITD MASS SPECTRO,,,,0.02,-0.02,,2,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,3,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARINA GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.54,-0.54,,2,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,3.16435,-3.16435,,4,R,Parts per billion Carbon
"1,3,5-Trimethylbenzene",45207,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
